row ID,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,row ID
Row553,Sydney,20.8,30,0,9.2,11.7,NA,,WNW,W,11,22,46,35,1013.4,1012.2,1,1,23.9,29.6,No,0
Row554,Sydney,18.2,24.2,0,5.2,9,NA,,S,SSE,24,24,63,49,1031.1,1031.5,2,4,20.4,23.6,No,0
Row555,Sydney,17.4,24.7,0,7.4,7.1,NA,,SSE,SE,22,19,68,52,1034.3,1032.9,2,6,20.5,22.8,No,1
Row556,Sydney,16.2,24.6,5.6,5.6,6.9,NA,,W,ESE,13,17,87,50,1030.4,1027.8,2,5,18.7,23,Yes,0
Row557,Sydney,18,25.2,0,5.4,5.9,NA,,W,E,11,15,78,57,1025.7,1022.4,7,2,19.7,24.5,No,0
Row558,Sydney,17.4,25.5,0,5.8,11,NA,,W,E,15,19,82,54,1023.5,1022.7,3,1,20,25.1,No,0
Row559,Sydney,15.6,26,0,5.4,11.3,NA,,W,E,13,19,80,54,1025.7,1024.5,0,1,18.8,24.4,No,0
Row560,Sydney,18.2,27.4,0,7,11.2,NA,,W,ENE,6,17,82,60,1022.2,1019.2,6,3,20.1,26.9,No,0
Row561,Sydney,19.8,29,0,6.2,11.1,NA,,W,E,15,15,64,68,1021,1019.5,3,1,22.8,26.5,No,0
Row562,Sydney,21.7,30.9,0,7,9,NA,,W,E,9,19,64,56,1017.9,1014.3,6,6,23.5,28,No,0
Row563,Sydney,20.8,25,0,8.4,6.3,NA,,ESE,ESE,9,19,64,57,1020.1,1018.7,7,5,22.5,24.1,No,0
Row564,Sydney,18.7,26,0,7.6,6.1,NA,,W,ESE,17,20,79,58,1021.6,1020.8,7,5,20.3,25.3,No,0
Row565,Sydney,19.5,25.5,0,4,8.7,NA,,W,NE,7,20,75,61,1023.4,1019.6,6,1,21.1,24.8,No,0
Row566,Sydney,19.5,29.6,0,5.6,8.9,NA,,W,ENE,9,9,80,52,1019.1,1015.4,0,2,22.6,29.5,No,0
Row567,Sydney,22.4,26.9,0,7.4,7.2,NA,,SSW,S,17,19,80,66,1019.6,1018.4,6,7,23,25.5,No,0
Row568,Sydney,22.4,27.5,0,2.8,0.1,NA,,W,W,7,11,78,56,1016.9,1016.4,7,8,23.2,26.7,No,1
Row569,Sydney,20.5,21.3,4,,0,NA,,SSW,SSW,4,9,92,88,1019.8,1018.4,8,8,20.6,21.2,Yes,1
Row570,Sydney,18.9,23.1,14,2.6,3.1,NA,,S,S,24,30,68,67,1019.5,1017.5,7,6,21,22,Yes,0
Row571,Sydney,16,25.3,0.2,3.6,10.8,NA,,W,S,24,19,68,45,1018.3,1016.3,2,1,18.4,24.8,No,0
Row572,Sydney,17.2,24.6,0,5.8,9.4,NA,,W,S,13,24,74,46,1019.9,1018.5,5,2,19,24.3,No,0
Row573,Sydney,15.9,24,0,6.6,7.2,NA,,WNW,SE,17,15,72,56,1021.4,1020,2,3,18.6,22.1,No,1
Row574,Sydney,15.2,21.5,1.2,4.4,2.5,NA,,WNW,SE,9,7,76,64,1021.1,1019,5,7,19.6,20.5,Yes,0
Row575,Sydney,17,23.3,0.8,2.2,3.6,NA,,NA,E,0,17,74,62,1020.5,1017.6,6,7,21.4,22.4,No,1
Row576,Sydney,18.5,25.9,3.8,2.8,1.1,NA,,NNE,NNW,15,22,90,65,1016.6,1012.3,8,7,19.1,24.5,Yes,1
Row577,Sydney,19,28.7,3,1.4,9.4,NA,,W,SSE,17,17,77,71,1012.5,1011.8,3,3,22.2,24.3,Yes,1
Row578,Sydney,16.4,25,4.4,5,9.9,NA,,WNW,SE,15,20,68,55,1014.8,1011.1,2,6,20.8,22.4,Yes,0
Row579,Sydney,17.2,27.9,0,6.2,7.4,NA,,W,E,9,17,78,41,1010.5,1007.6,6,1,18.6,27.6,No,0
Row580,Sydney,18.6,27.9,0,3.8,10.1,NA,,NNW,WNW,15,20,58,33,1007.9,1006,5,3,24.5,27.7,No,0
Row581,Sydney,13.1,22.3,0,5.6,10.7,NA,,W,SSE,17,19,52,46,1021.8,1020.3,1,1,17.6,21.3,No,0
Row582,Sydney,15.8,25.3,0.6,2.4,10.8,NA,,W,ESE,11,15,82,63,1028.1,1026,1,3,19.1,24.2,No,0
Row583,Sydney,,25,0,3.6,10.7,NA,,WNW,ESE,11,13,84,66,1027.3,1024.3,2,2,19.9,23.6,No,0
Row584,Sydney,17.2,24.9,0,2.8,9.6,NA,,WNW,E,6,13,82,65,1026,1023.7,2,2,20.5,24.2,No,0
Row585,Sydney,16.7,24.2,0,3.4,10.3,NA,,W,ENE,15,20,95,63,1023.4,1020.4,1,1,17.6,23.9,No,0
Row586,Sydney,16.6,30.7,0,3.2,10.6,NA,,W,NE,13,11,68,50,1020.6,1016,1,1,20.2,26.5,No,0
Row587,Sydney,17.2,22.8,8.8,5,3.8,NA,,W,S,20,20,77,70,1013.2,1013.5,7,5,17.3,19.2,Yes,0
Row588,Sydney,11.7,20.4,0,4.4,2.2,NA,,W,W,19,11,65,41,1020.4,1017.8,6,7,14.2,20.1,No,0
Row589,Sydney,12.6,24.9,0,2.4,10.6,NA,,W,W,15,9,64,32,1021,1016.7,0,1,16,24.5,No,0
Row590,Sydney,14,19.4,0,5,0.3,NA,,W,S,20,13,79,64,1025.2,1024.4,8,7,14.4,19.2,No,1
Row591,Sydney,14.3,21.7,1.8,2.4,4.6,NA,,W,ENE,13,13,89,74,1027.6,1024.4,7,6,15.1,20.6,Yes,0
Row592,Sydney,13.9,26.5,0,1.2,8.2,NA,,W,SW,19,2,90,30,1024.8,1022.1,2,1,15.3,26.3,No,0
Row593,Sydney,15.4,21.1,0,3.8,5.9,NA,,NNE,W,7,28,59,41,1012.2,1011.3,7,3,18.7,18.1,No,1
Row594,Sydney,10.4,22.3,2,4.4,10.2,NA,,W,WSW,24,7,48,34,1020,1018.3,1,1,13.9,21.5,Yes,0
Row595,Sydney,11.3,23.1,0,3.8,10.1,NA,,W,WSW,20,6,62,33,1022.4,1018.3,1,1,13.5,22.9,No,0
Row596,Sydney,12.8,27,0,4.2,9.7,NA,,W,W,11,30,64,19,1012.6,1008.7,1,1,16.3,25.7,No,0
Row597,Sydney,10.5,18.9,0,8,10.2,NA,,WSW,S,28,26,40,29,1017.9,1016.9,1,1,12.7,18.5,No,0
Row598,Sydney,9,21.9,0,4.4,9.4,NA,,W,S,24,17,53,36,1018.8,1015.8,1,2,12,20.7,No,0
Row599,Sydney,10.6,21.1,0,4.4,10.1,NA,,W,SW,19,22,60,35,1018.4,1014.9,1,2,13,20.3,No,0
Row600,Sydney,10.5,21.7,0,4,9,NA,,W,S,20,24,62,47,1017.6,1016.1,1,3,13.2,20.5,No,0
Row601,Sydney,11,21.6,0,4.4,7.7,NA,,W,SSE,17,13,71,60,1020.9,1018.4,2,6,12.7,19.7,No,0
Row602,Sydney,12.4,15.4,13.8,1,0,NA,,W,SW,22,17,94,92,1018.2,1017.4,8,8,13,14.9,Yes,1
Row603,Sydney,11.2,19.7,1,2.8,6.1,NA,,W,ESE,19,11,82,55,1023.1,1019.9,6,6,12.7,19.3,No,0
Row604,Sydney,11.7,19.5,0,1.2,6.4,NA,,WNW,SSE,13,20,83,58,1020.6,1017.9,3,6,13.9,18.4,No,1
Row605,Sydney,10.8,18.6,17.2,2.8,4.8,NA,,W,SSW,22,24,92,58,1021.5,1019.7,7,3,11.3,18.4,Yes,1
Row606,Sydney,10.4,18,5.6,0.2,1.1,NA,,W,E,15,4,86,68,1019.7,1015.7,7,7,12.1,17.8,Yes,0
Row607,Sydney,12.1,16.9,0.8,,0.1,NA,,WNW,WNW,11,7,89,84,1011.7,1006.3,7,7,14.1,16.8,No,1
Row608,Sydney,13.4,17.3,9,2.2,0,NA,,W,ESE,17,50,96,94,1004.8,1004.9,8,8,13.5,15.6,Yes,1
Row609,Sydney,13.5,18.7,33.6,5.8,3.3,NA,,SE,S,15,11,82,62,1018,1017.6,6,7,15.9,18.3,Yes,1
Row610,Sydney,11.7,19.9,1.6,1.4,4.6,NA,,W,E,15,7,92,53,1021,1017.1,7,5,12.9,19.8,Yes,1
Row611,Sydney,11.8,19.1,3,1.4,2.2,NA,,WNW,W,15,2,78,56,1003.2,1002.4,4,6,13,18.7,Yes,1
Row612,Sydney,11.2,20.1,0,3,7,NA,,W,SSW,19,13,81,63,1020.9,1019.6,6,5,12.7,19,No,1
Row613,Sydney,12.7,18.6,6,2.4,0.8,NA,,SSW,ESE,19,24,91,90,1023,1020,7,7,15.2,17.1,Yes,1
Row614,Sydney,15.2,17.7,26.4,3.4,0,NA,,E,SSE,26,30,85,94,1018.7,1015.5,7,8,17.3,16.4,Yes,1
Row615,Sydney,12.5,20.5,61.4,1,4.4,NA,,W,SSW,22,15,80,67,1014.2,1012,5,7,13.5,17.4,Yes,0
Row616,Sydney,9.1,15.5,4.2,3.4,3.9,NA,,W,SSW,24,20,60,77,1024.3,1023,2,7,10.6,14.3,Yes,0
Row617,Sydney,9.1,18.5,0.4,,9,NA,,W,NE,22,6,78,62,1023.5,1018.7,5,4,10.6,16.3,No,0
Row618,Sydney,9.5,16.7,0,2.2,7.2,NA,,W,WNW,6,30,71,34,1012,1008.3,5,3,11.1,15.7,No,0
Row619,Sydney,10.3,17.2,0,3.8,7.2,NA,,W,SSW,26,13,48,30,1017.5,1017.7,,,11.3,16.8,No,0
Row620,Sydney,6.2,17.4,0,3.2,9.8,NA,,W,W,19,22,64,37,1019.9,1016,0,1,9,16.9,No,0
Row621,Sydney,8.1,19.3,0,2,9.3,NA,,W,ENE,17,7,86,56,1032.7,1028.9,,,10,17.6,No,0
Row622,Sydney,9.1,18.9,0,1.6,9.6,NA,,WNW,ENE,11,15,89,59,1028.9,1024.1,2,2,10.6,18.3,No,0
Row623,Sydney,10.6,17.3,0,4,1.7,NA,,NNW,N,11,22,67,69,1016,1010.5,8,5,14.2,16.6,No,0
Row624,Sydney,9.5,20.2,0,3,9.8,NA,,W,ESE,19,7,71,40,1025,1023.8,,,11.3,20,No,1
Row625,Sydney,10.1,16,8.2,3.4,4.2,NA,,W,S,15,17,95,80,1032.8,1032.5,7,4,11.5,15.7,Yes,1
Row626,Sydney,11.5,17.2,3.4,2,,NA,,SSW,SSW,9,15,84,78,1037,1035.7,6,7,14.3,14.7,Yes,1
Row627,Sydney,12.6,15.6,4,2.2,0.2,NA,,SSE,S,17,6,83,90,1036.7,1034.1,7,7,14.4,14.6,Yes,1
Row628,Sydney,11.8,17,18.8,0.6,5.2,NA,,W,E,15,19,96,64,1031.6,1027.1,7,2,12.2,17,Yes,0
Row629,Sydney,6.7,14.9,0,2.8,6.8,NA,,W,SSW,20,22,72,53,1021,1018.9,1,6,8.1,13.9,No,0
Row630,Sydney,4.7,14.4,0,2.6,9.9,NA,,WNW,WSW,13,6,63,36,1020.1,1017,0,0,7,14.4,No,0
Row631,Sydney,7.7,16.3,0.6,1.8,9.8,NA,,W,SSW,24,24,68,38,1025.6,1026.1,1,2,9.1,15.6,No,0
Row632,Sydney,7.8,17.8,0,3.2,8.8,NA,,W,S,22,17,68,56,1029.7,1026.9,2,4,8.9,16.9,No,0
Row633,Sydney,8.8,13.5,0,3.4,0.1,NA,,W,W,20,11,76,83,1027.2,1024.1,7,8,9.7,13.1,No,1
Row634,Sydney,9.7,17.2,4.2,0.4,3.5,NA,,W,SSW,7,17,95,67,1016.7,1015.1,6,7,10.8,15.1,Yes,1
Row635,Sydney,9.6,16,2.6,1.4,2.9,NA,,W,S,22,20,83,70,1023.9,1022.5,7,6,10.3,15.3,Yes,1
Row636,Sydney,8,14.8,2,2.6,2.3,NA,,W,SSW,17,19,80,92,,1025.6,3,8,11,12.8,Yes,1
Row637,Sydney,9.9,19,0.2,1.2,1,NA,,N,NW,13,7,61,76,1022.2,1019.8,7,7,16.7,17.3,No,0
Row638,Sydney,10.1,16.9,0.2,2,2.1,NA,,W,WNW,19,6,87,61,1023.6,1021.1,6,7,11.4,16,No,0
Row639,Sydney,11.4,18.6,0,0.6,0,NA,,W,NNE,7,7,83,78,1020.3,1014.6,7,8,14.1,17.7,No,0
Row640,Sydney,13.9,18.1,1,1.8,8,NA,,WNW,WNW,20,22,56,33,1008.7,1008.6,3,1,14.4,17.4,No,0
Row641,Sydney,10.4,18.2,0,5.2,9.8,NA,,W,WSW,24,17,50,34,1015.4,1017.1,1,3,11.9,17.4,No,0
Row642,Sydney,7.2,18.2,0,4.4,9.4,NA,,W,S,24,19,63,46,1025.9,1024,2,2,9,16.2,No,0
Row643,Sydney,7.1,18.5,0,2.6,9.9,NA,,W,E,26,9,71,39,1028.1,1024.7,1,1,8.6,18.4,No,0
Row644,Sydney,7.3,19.4,0,2,10,NA,,W,ESE,20,7,81,40,1022.6,1017.8,0,1,8.9,18.7,No,0
Row645,Sydney,8.7,16.7,0,3.6,0.8,NA,,W,SSW,15,7,67,53,1017.8,1016,6,7,11.1,15,No,0
Row646,Sydney,6,14.7,0.4,1,5,NA,,W,SSW,28,20,64,69,1028.5,1028.1,1,5,8.8,13.6,No,0
Row647,Sydney,8,18.2,0.2,2,5.8,NA,,W,S,20,20,75,62,1032.6,1030.3,2,7,9.8,16.4,No,1
Row648,Sydney,9.6,18.3,4.6,2.6,3.9,NA,,W,SE,22,13,81,54,1030.7,1027.4,7,5,10.3,17.6,Yes,0
Row649,Sydney,10.2,16.9,0,1,6.2,NA,,W,SE,11,15,83,64,1029.9,1027.7,3,5,12.5,15.5,No,1
Row650,Sydney,9.2,17,16,3.8,3.2,NA,,W,SE,15,7,90,69,1034,1032.6,6,7,11.9,15.5,Yes,1
Row651,Sydney,9.3,16.9,2.4,1.6,3.2,NA,,W,E,13,9,86,49,1035.7,1032.5,6,7,11.2,16.6,Yes,1
Row652,Sydney,11.2,15.2,2.6,1.6,0.8,NA,,N,NNE,4,11,96,90,1029.8,1024.8,8,8,12.3,14.4,Yes,1
Row653,Sydney,11.4,16.2,24.2,1.4,0.6,NA,,NW,N,6,9,93,77,1019.1,1016,6,7,12.8,15.8,Yes,1
Row654,Sydney,12.8,20.7,6.6,0.2,5.8,NA,,W,W,7,28,96,37,1012.1,1012,7,2,14.5,20.5,Yes,0
Row655,Sydney,9.6,20.9,0,3.8,10.3,NA,,N,NW,11,26,62,35,1019.9,1013,1,1,13.2,20.6,No,0
Row656,Sydney,9.1,15.7,0.4,4,7.3,NA,,W,WSW,24,28,49,36,1015.8,1011.6,5,5,11.2,15.1,No,1
Row657,Sydney,10.3,17.3,16.4,4,6.6,NA,,NA,NA,,,75,62,1016.2,1016.9,7,4,13.9,15.5,Yes,0
Row658,Sydney,7.1,16.9,0,3.8,8.3,NA,,NNW,W,17,20,57,33,1018.1,1015.1,3,5,11.1,15.8,No,0
Row659,Sydney,6.8,16.1,0,4.2,10.2,NA,,W,S,26,20,58,50,1024.7,1022.2,1,5,9.1,15.5,No,0
Row660,Sydney,6.4,17.2,0,3,10.3,NA,,W,E,20,15,73,50,1022.2,1019.1,3,1,8.8,15.2,No,0
Row661,Sydney,7.2,17.1,0,2.6,8.9,NA,,W,E,15,20,83,58,1023.5,1020.9,2,1,9.3,17,No,1
Row662,Sydney,9.3,16.4,2.8,2.4,0,NA,,WSW,NNE,2,13,93,90,1019.2,1013.8,8,8,12.2,16.2,Yes,1
Row663,Sydney,12.2,18,4.6,0.6,6,NA,,NW,WNW,19,20,59,35,1008.6,1003.7,7,3,12.8,17.4,Yes,0
Row664,Sydney,10.7,16.7,0.2,6.6,5.9,NA,,W,W,35,22,55,47,1001.5,1002.3,2,7,12.2,15,No,0
Row665,Sydney,9.9,18.3,0,2.6,10.6,NA,,W,S,26,31,54,44,1011.9,1012,1,1,12.7,17,No,0
Row666,Sydney,8.2,21.8,0,4.2,10.7,NA,,N,N,11,6,69,36,1014.5,1009.7,0,0,13,21.4,No,0
Row667,Sydney,12.8,20.1,0,6.4,7.3,NA,,NNW,WNW,22,17,53,37,1006.2,1004,6,2,15.1,20,No,0
Row668,Sydney,12.6,18.8,0.4,4,10.7,NA,,W,W,24,24,44,31,1011.5,1010.3,1,1,14.3,18.3,No,0
Row669,Sydney,9.3,24.6,2.2,5,10.8,NA,,NNW,WNW,22,31,57,23,1007.7,1004.6,1,1,19.5,24.4,Yes,0
Row670,Sydney,8.8,16.7,0,5.6,10.9,NA,,WNW,W,20,30,44,33,1017,1015.2,1,2,12.8,16.7,No,0
Row671,Sydney,8.4,17.3,0,4.6,9.4,NA,,W,E,22,13,58,48,1023.7,1020.4,1,5,11.4,15.7,No,0
Row672,Sydney,10.9,19.8,0,2.2,10.3,NA,,W,WNW,17,22,53,28,1012.3,1007.9,1,2,13.9,19.6,No,0
Row673,Sydney,11.5,18.1,0,6,10.4,NA,,SW,WNW,17,26,36,24,1008.1,1005.2,1,1,14.1,17.2,No,0
Row674,Sydney,10.3,18,0,6.4,8.9,NA,,NW,W,19,33,48,33,1003.5,1000.7,3,3,13.8,16.4,No,0
Row675,Sydney,10.3,19.2,0,5.8,8.4,NA,,WNW,WNW,20,28,47,35,1008.1,1008,5,3,14.1,18.8,No,0
Row676,Sydney,9.2,17.5,0,4,10.9,NA,,W,S,20,19,52,40,1021.8,1022.3,1,1,12.3,16.5,No,0
Row677,Sydney,7.8,18.4,0,4,9.7,NA,,WNW,E,15,15,68,55,,1025.9,1,1,11.1,16.3,No,0
Row678,Sydney,10.5,17.6,0,2.2,8.2,NA,,W,E,4,15,70,56,1027.1,1024.3,3,2,14.9,16.8,No,0
Row679,Sydney,11.5,20,0,3.2,9.7,NA,,W,NE,9,22,71,60,1025.3,1019.8,1,5,15.8,18.4,No,0
Row680,Sydney,14.9,25.9,0,6.4,3.3,NA,,NA,NA,,,53,33,1017.8,1012.5,6,7,18.2,24.1,No,0
Row681,Sydney,13.7,17.6,3.2,1.8,0,NA,,NA,NA,,,80,64,1025.8,1023.6,8,7,15.2,16.5,Yes,1
Row682,Sydney,11.5,20.4,0,8,8.4,NA,,NA,NA,,,45,33,1018.6,1017.1,1,6,15.1,18.9,No,0
Row683,Sydney,10.4,16.8,0,3.2,10.3,NA,,NA,S,,24,54,51,1023.4,1023.3,2,3,14.4,16.1,No,0
Row684,Sydney,8.2,18.3,0,4,10.7,NA,,W,ESE,15,15,58,54,1027.3,1023.6,1,1,13.1,17.2,No,0
Row685,Sydney,9.7,18.4,0,4,2.4,NA,,W,NW,2,6,77,56,1017.5,1010.6,6,8,13,18,No,1
Row686,Sydney,11.1,19.9,0.8,4.4,10.9,NA,,W,E,20,15,46,44,1017.4,1017.2,1,1,15.3,17.5,No,0
Row687,Sydney,9.2,18.9,0,3.8,10,NA,,W,NE,15,17,64,61,1022.5,1017.8,3,5,13.6,17.6,No,0
Row688,Sydney,13.3,23.9,0,4.2,6.9,NA,,W,W,13,24,64,24,1015.8,1012.1,5,3,16.2,23.3,No,0
Row689,Sydney,,20.4,21,1.8,7.6,NA,,W,E,13,13,75,63,1010.8,1009.6,7,1,15.4,18.8,Yes,0
Row690,Sydney,10.4,21.2,0,5,9.6,NA,,W,WNW,24,19,42,30,1014.8,1010.6,5,2,15.3,20.8,No,0
Row691,Sydney,9.6,23.3,0,5,11,NA,,W,ESE,17,20,48,45,1017.4,1013.8,1,1,15,19.5,No,0
Row692,Sydney,11.7,18.1,0,4,4.1,NA,,W,ENE,11,13,56,66,1022,1019.7,6,7,15,17.3,No,0
Row693,Sydney,11.1,20.1,0,3.6,9.1,NA,,W,E,13,20,66,65,1024,1022.7,4,5,16.8,18.5,No,0
Row694,Sydney,11.6,23.7,0,3,8.2,NA,,W,SSE,15,24,82,66,1023,1022.3,0,5,15.3,20.4,No,1
Row695,Sydney,13,20.1,1.8,4.6,9.5,NA,,W,E,11,22,75,61,1026.5,1020.8,3,1,16.6,18.1,Yes,0
Row696,Sydney,15.2,19,0.2,5,1.1,NA,,SE,E,13,15,69,63,1024.7,1022.3,7,7,16.6,17.3,No,0
Row697,Sydney,13.7,21.1,0,3.2,10.7,NA,,NNW,NE,13,13,67,69,1022.2,1017.6,0,0,19,20.2,No,0
Row698,Sydney,13.4,26.9,0,5.4,8,NA,,W,ESE,9,15,58,33,1016,1013.5,4,7,18.5,24.8,No,0
Row699,Sydney,13.1,22,0,5.4,10.8,NA,,W,E,6,24,57,74,1020.1,1017.3,1,3,19.5,19.7,No,0
Row700,Sydney,12.8,27.1,0,5.8,5.5,NA,,W,WNW,9,7,60,38,1014.5,,7,7,18.7,26.5,No,0
Row701,Sydney,13.2,18.5,0,7.2,9.3,NA,,WSW,SSE,11,26,39,42,1016.8,,6,4,16.5,16.7,No,1
Row702,Sydney,8.6,18.7,4,6.4,10.7,NA,,WNW,E,11,19,54,42,,,1,2,14.4,16.2,Yes,0
Row703,Sydney,9.7,18.4,0,4,0.7,NA,,W,E,9,19,69,61,,,7,7,12.7,17.7,No,0
Row704,Sydney,12.7,19.6,0,2.6,0,NA,,E,ENE,13,20,70,82,1029.8,1027.7,,,18.3,16.5,No,1
Row705,Sydney,15,19.7,14.2,1,1.2,NA,,ENE,E,19,24,93,77,1030,1027.4,,,15.3,18.9,Yes,1
Row706,Sydney,16.3,23.1,0,2.2,1.2,SSE,50,NA,SE,,24,88,73,,,7,7,17.7,18.2,No,0
Row707,Sydney,14.7,21.9,,3.8,9,ESE,48,ESE,ESE,28,33,59,53,1031.2,1031.7,,,18.5,20.7,NA,1
Row708,Sydney,16.5,21.1,1.2,6.2,6.6,ENE,56,NE,NE,26,20,62,55,,,6,7,19.6,20.9,Yes,0
Row709,Sydney,16.4,21.8,1,6,5.9,NNE,50,NNE,NE,13,28,82,58,,,7,3,18.3,21.5,No,0
Row710,Sydney,16.7,23.9,0.4,7,2.8,NNE,39,W,ENE,7,19,81,64,,,7,5,17.8,22.9,No,1
Row711,Sydney,17.8,28.9,2,4,10.8,NNW,41,NNW,E,22,17,63,48,1011.2,1008.1,,,22.3,26.6,Yes,0
Row712,Sydney,11.7,16.1,0.8,3.4,9.3,WNW,85,W,W,46,48,34,28,999.3,1003.6,,,12.9,15.2,No,0
Row713,Sydney,12.6,24.2,0,7.2,12.3,W,39,WSW,NE,24,13,48,39,,,0,1,16.4,23.2,No,1
Row714,Sydney,12.9,20.3,0.2,3,10.9,ENE,37,W,E,11,26,70,57,1028.8,1025.6,3,1,16.9,19.8,No,0
Row715,Sydney,13.3,21.5,0,6.6,11,ENE,41,W,ENE,11,28,75,58,1025.9,1022.4,2,5,17.6,21.3,No,0
Row716,Sydney,15.3,23,0,5.6,11,NNE,41,W,ENE,6,19,70,63,1021.4,1017.8,1,4,19,22.2,No,0
Row717,Sydney,12.9,26.7,0.2,3.8,12.1,NE,33,W,ENE,13,24,73,56,1018,1015,1,5,17.8,22.5,No,0
Row718,Sydney,16.4,21.4,1.8,5.4,8.9,ESE,33,SE,ESE,17,19,65,53,1021.5,1020.4,,,18.3,20.2,Yes,0
Row719,Sydney,14.5,22.1,0.2,6.2,1.8,ENE,31,WNW,ENE,11,15,82,59,1020.7,1017.5,7,7,16.2,20.5,No,0
Row720,Sydney,16.2,24.4,0,3.2,9.9,NE,56,N,NE,9,22,70,64,1015.1,1012.2,,,22,23.8,No,0
Row721,Sydney,18.1,20.4,5.2,6.6,0.1,SSE,48,S,SSE,22,28,78,77,1014.7,1012.1,8,8,18.7,18.6,Yes,1
Row722,Sydney,11.8,17.9,32.6,3.8,1.7,WSW,54,W,SSE,31,24,77,59,1011.8,1012.8,,7,13.3,17.8,Yes,0
Row723,Sydney,12,23.9,0.2,4,11.9,SE,44,W,ESE,13,24,65,54,1018.1,1016.3,1,3,17.6,20.7,No,0
Row724,Sydney,14.4,18.1,0.4,5.4,2.8,ESE,48,S,SE,15,20,83,68,1022.3,1020.5,7,7,14.8,17.6,No,1
Row725,Sydney,13.4,19.2,8.4,8.4,2.7,SE,46,SE,SSE,17,30,67,53,1023.9,1022.1,7,7,15.2,17.8,Yes,1
Row726,Sydney,13.6,18.8,26,4.8,2.5,ESE,37,SSW,SSE,7,15,93,81,1023.8,1021.9,,,14.1,16.7,Yes,1
Row727,Sydney,16.1,26.3,0,5.8,7.9,SW,74,E,NNE,7,28,64,52,1017.2,1015.1,3,7,23.3,23.8,No,1
Row728,Sydney,18.2,24.5,0,3.2,6,N,52,WNW,ENE,6,30,87,72,1021.8,1017.1,5,7,20.9,23.5,No,1
Row729,Sydney,20.5,30.4,0,9,10.2,NNE,50,ENE,NNE,13,28,70,56,1015.7,1012.8,,,26.1,27.2,No,0
Row730,Sydney,17.4,23.5,21,1,7.9,ESE,35,S,SSE,13,20,82,65,1013.3,1011.3,7,3,18.8,22.8,Yes,0
Row731,Sydney,16.8,23.4,1,3.6,8.8,NE,35,N,NE,7,20,65,59,1015.2,1012.2,3,6,22.3,22.6,No,0
Row732,Sydney,16.7,20,0,8,0.4,SSE,67,S,SSE,26,33,71,58,1021.8,1024,7,8,17.4,18.5,No,0
Row733,Sydney,13.7,21.9,0,5.4,13.3,E,30,SSE,ESE,2,19,58,,1027.2,,,,20,,No,0
Row734,Sydney,15,23.1,0,5.6,12.8,ENE,39,NE,E,17,26,,55,,1022.9,,,,22.6,No,0
Row735,Sydney,17.5,24.7,0,11,12.6,NE,56,NNE,NE,17,26,60,58,1025.3,1022,2,1,22.8,24.1,No,0
Row736,Sydney,19,23.5,0,10.8,0,NNE,44,NE,NE,9,13,73,64,1010.9,1010.2,,,21.7,23,No,1
Row737,Sydney,16.8,21.5,5.8,3.4,0,SSW,56,SSW,S,30,28,85,77,1013.6,1012.9,,,18,20.8,Yes,1
Row738,Sydney,16.4,21.6,5.6,1.8,0.9,SSW,44,S,SSE,11,17,94,91,1016.4,1014.5,8,8,17.3,20.2,Yes,1
Row739,Sydney,17.2,20.1,27.6,3.4,0,E,43,ENE,E,30,19,94,89,1016.4,1015.3,8,8,18.9,19.9,Yes,1
Row740,Sydney,19.5,25.1,1.4,4.4,8,E,30,WNW,E,6,17,,,,,,,,,Yes,0
Row741,Sydney,20.8,26.3,0,7.6,12.2,NE,63,NE,NE,15,28,67,68,1016.7,1012.5,3,5,24.8,25.7,No,0
Row742,Sydney,22,30.7,0,10.4,2.6,N,31,NE,SSE,13,9,80,62,1010.8,1008.2,7,8,23.4,28.3,No,0
Row743,Sydney,22.8,29.6,0,4.8,4.3,S,46,WSW,E,17,28,74,72,1009.4,1006,8,7,23.6,24,No,0
Row744,Sydney,17.2,26.9,0,6.8,13.4,NE,39,W,ENE,13,22,46,56,1007.9,1003.1,,,22.2,23.4,No,0
Row745,Sydney,17.8,30.8,0,9.2,13.3,SSW,46,W,ENE,6,28,47,40,1004,1003.7,,,24.8,26.1,No,0
Row746,Sydney,18.5,26.3,0,10.2,12.8,SSW,44,SSW,ESE,15,24,62,51,1013.5,1012.7,2,1,22.6,25.5,No,0
Row747,Sydney,21.7,26.4,0,7.6,3.9,SSE,52,ENE,NNW,4,6,72,91,1003.8,1006,5,8,24.7,20.6,No,1
Row748,Sydney,18,26.4,7.6,5.8,3.8,NW,41,SSW,ESE,6,6,75,71,1005.7,1003.5,8,6,20.5,23,Yes,0
Row749,Sydney,19.6,25.5,0,7.8,4.1,W,57,NW,NW,24,26,57,44,1003.1,999.6,,,20.7,25.4,No,0
Row750,Sydney,18.5,27.3,0,5,5,WSW,65,N,N,15,33,69,44,1003.5,995.6,,,19.8,26.4,No,1
Row751,Sydney,17.7,25.7,0,9.2,12.7,SE,41,SE,SSE,19,26,71,61,1018.5,1017.6,5,5,22,25.2,No,0
