row ID,Location,MinTemp,MaxTemp,MeanTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,AvgWindSpeed,Humidity9am,Humidity3pm,AvgHumidity,Pressure9am,Pressure3pm,AvgPressure,Cloud9am,Cloud3pm,AvgCloud,Temp9am,Temp3pm,RainToday
163,Sydney,8.3,20.5,14.4,0,4,8.8,NA,,WNW,W,13,22,17.5,58,29,43.5,1020.3,1019.6,1020.0,3,6,4.5,13.4,19.9,No
164,Sydney,7.8,16.8,12.3,0,6.4,9.9,NA,,W,S,22,17,19.5,46,41,43.5,1023.4,1020.8,1022.1,2,1,1.5,9.8,15.9,No
165,Sydney,7.8,17.9,12.9,0,4.2,10.4,NA,,WNW,NE,13,20,16.5,70,50,60,1027.7,1023.2,1025.5,0,1,0.5,10.8,17.5,No
166,Sydney,11.1,25,18.05,0,4,4.8,NA,,N,NNE,13,20,16.5,47,33,40,1009.2,1002.1,1005.7,2,6,4,18.4,25,No
167,Sydney,17,23.9,20.45,0,5.6,3.5,NA,,W,NW,26,19,22.5,47,59,53,1006.1,1005.9,1006.0,2,8,5,23.3,18.9,No
168,Sydney,11.3,20.9,16.1,0,6,11,NA,,E,NE,4,17,10.5,44,37,40.5,1017.6,1013.5,1015.6,0,0,0,16,20.4,No
169,Sydney,10.6,24.8,17.7,0,3.2,10.2,NA,,W,NE,2,17,9.5,44,21,32.5,1016.4,1013.1,1014.8,0,1,0.5,17.2,22,No
170,Sydney,13.7,19.5,16.6,0.2,9.2,10.9,NA,,W,W,30,30,30,34,23,28.5,1011.4,1010.6,1011.0,1,1,1,13.9,18.8,No
171,Sydney,9.7,18.7,14.2,0,3.8,10.9,NA,,WNW,E,11,19,15,60,58,59,1024.7,1021.8,1023.3,0,1,0.5,14.4,17.7,No
172,Sydney,12,21.1,16.55,0,4.6,4.7,NA,,W,W,11,11,11,80,84,82,1020.7,1018.9,1019.8,3,8,5.5,15.2,16.3,No
173,Sydney,14.7,21.2,18.0,0,6.4,10.2,NA,,WSW,ESE,19,17,18,36,35,35.5,1016.1,1015.1,1015.6,2,1,1.5,18.2,19.8,No
174,Sydney,9.5,22.4,16.0,0,5,10.7,NA,,WNW,E,15,20,17.5,50,47,48.5,1022.6,1019.4,1021.0,0,1,0.5,15.2,18.4,No
175,Sydney,11,28.5,19.75,0,6,10.9,NA,,WNW,NE,11,9,10,49,27,38,1022.5,1019.1,1020.8,0,0,0,17.3,25.5,No
176,Sydney,15.6,22.2,18.9,0,3.4,0,NA,,SW,SSE,9,11,10,80,79,79.5,1023,1019.7,1021.35,8,7,7.5,17.4,19.5,No
177,Sydney,14.7,32.1,23.4,0,1.6,7.6,NA,,SE,NNW,4,31,17.5,68,25,46.5,1017,1010.1,1013.55,2,6,4,22.2,31.2,No
178,Sydney,13.1,20.8,17.0,0,5.4,9.7,NA,,W,E,9,20,14.5,63,63,63,1019.2,1013,1016.1,1,3,2,18.3,19.4,No
179,Sydney,13.8,24.7,19.3,0,5.8,8.5,NA,,WNW,NE,9,15,12,49,30,39.5,1014.8,1010.9,1012.9,4,6,5,20.7,23.7,No
180,Sydney,10.1,17.2,13.7,0,8,10.8,NA,,W,W,39,35,37,30,23,26.5,1006.4,1004.1,1005.3,1,3,2,13.9,16.9,No
181,Sydney,11,21.4,16.2,0,8.2,7.8,NA,,W,S,30,9,19.5,39,31,35,1007.6,1005.6,1006.6,1,3,2,15.2,19.7,No
182,Sydney,11.4,21,16.2,0,4,11.1,NA,,W,E,17,19,18,42,45,43.5,1014.1,1011.8,1013.0,1,2,1.5,17,18.8,No
183,Sydney,16.5,20.7,18.6,0,10.2,0.5,NA,,NA,SE,,15,7.5,72,68,70,1013.4,1010,1011.7,7,8,7.5,18.3,19.4,No
184,Sydney,11.3,22.6,17.0,0,4.8,4.7,NA,,E,E,4,6,5,61,63,62,1011.8,1006.4,1009.1,2,8,5,17.8,21.1,No
185,Sydney,17,24.5,20.75,0,5,11.2,NA,,W,WNW,26,35,30.5,38,21,29.5,1002,998.7,1000.35,1,2,1.5,20.1,24,No
186,Sydney,15.2,22.1,18.7,0,11.2,8.9,NA,,NW,WNW,20,30,25,36,34,35,1000.7,1000.7,1000.7,1,5,3,19.7,17.8,No
187,Sydney,13.8,23,18.4,0,7.6,10,NA,,WNW,WNW,11,24,17.5,46,28,37,1008.4,1006.2,1007.3,6,7,6.5,18.8,22,No
188,Sydney,11.8,21.2,16.5,0,7.4,12.1,NA,,W,W,33,26,29.5,42,19,30.5,1012,1011.8,1011.9,1,2,1.5,15.1,20.5,No
189,Sydney,17.9,21.3,19.6,0,9.4,1.2,NA,,ESE,E,9,17,13,67,63,65,1024.9,1022.6,1023.8,8,7,7.5,18.5,20,No
190,Sydney,17.9,20.9,19.4,0,5.6,1.1,NA,,E,WNW,7,7,7,72,94,83,1016,1015.7,1015.85,7,8,7.5,20.3,16.5,No
191,Sydney,16.7,21.3,19.0,1.4,3,0.8,NA,,ESE,NA,24,,12,66,57,61.5,1027.6,1027.1,1027.4,7,7,7,19.2,20.8,Yes
192,Sydney,15.4,23.9,19.7,0,10.2,12.4,NA,,NA,E,,19,9.5,74,64,69,1022.6,1021.3,1022.0,1,1,1,21,23.1,No
193,Sydney,18.4,26.5,22.5,0,8,10.6,NA,,E,ENE,9,13,11,70,63,66.5,1010.3,1009.2,1009.8,3,3,3,23.6,26,No
194,Sydney,21,33.2,27.1,0,8.8,7.6,NA,,NW,E,9,4,6.5,71,52,61.5,1009.8,1005.7,1007.8,0,8,4,26.2,29,No
195,Sydney,18.3,25,21.65,0.2,3,12.2,NA,,W,E,4,30,17,82,74,78,1022.3,1018.4,1020.4,2,0,1,21.3,24,No
196,Sydney,15.2,22.6,18.9,0,6.8,12.9,NA,,WNW,ENE,2,30,16,58,52,55,1022.6,1017.9,1020.3,1,1,1,19.7,22,No
197,Sydney,18.7,25.6,22.2,0,6.2,10.5,NA,,ENE,ENE,11,30,20.5,61,58,59.5,1017.3,1015,1016.15,5,1,3,23.4,23.8,No
198,Sydney,16.9,27.1,22.0,0,11.4,13,NA,,NNW,ENE,7,28,17.5,57,55,56,1018.7,1014,1016.35,1,1,1,22.7,24.8,No
199,Sydney,20,24.3,22.15,0,9,0,NA,,ESE,ESE,11,19,15,72,69,70.5,1021.2,1021.1,1021.2,7,8,7.5,21.3,21.1,No
200,Sydney,21.5,32,26.75,0,10.4,11.6,NA,,E,NNE,13,37,25,71,51,61,1013.7,1008.5,1011.1,0,5,2.5,26,29.8,No
201,Sydney,16.9,28.9,22.9,8,3.8,10,NA,,W,SSE,15,26,20.5,70,34,52,1015.1,1013.9,1014.5,0,0,0,21.4,27.4,Yes
202,Sydney,19.6,22.5,21.1,0,10.2,0,NA,,SE,E,15,11,13,62,59,60.5,1021.2,1019.8,1020.5,8,8,8,20.9,21.8,No
203,Sydney,17.7,22.9,20.3,4.8,1.8,0,NA,,SSW,SSE,20,13,16.5,92,80,86,1017.9,1016.1,1017.0,8,8,8,20.2,22.3,Yes
204,Sydney,20.1,23.1,21.6,16,2.6,1.4,NA,,SE,S,13,22,17.5,97,83,90,1014.8,1015.4,1015.1,8,7,7.5,20.6,22.7,Yes
205,Sydney,18.2,23.9,21.1,1,2.4,2.8,NA,,E,ENE,7,19,13,64,58,61,1020.6,1019.1,1019.9,7,7,7,21.4,23.2,No
206,Sydney,18.3,26.1,22.2,0.2,4.6,10.4,NA,,ENE,ENE,13,20,16.5,64,60,62,1018.1,1014.6,1016.4,1,2,1.5,23.6,25.7,No
207,Sydney,16.7,25.7,21.2,0,8,13,NA,,W,W,15,28,21.5,55,14,34.5,1002.9,1002.5,1002.7,1,2,1.5,21,25.1,No
208,Sydney,17.4,28.9,23.2,0,10.4,13,NA,,WNW,E,7,24,15.5,41,34,37.5,1010.4,1007.8,1009.1,0,0,0,23.2,26.6,No
209,Sydney,22.9,27.1,25.0,0,6.2,4.6,NA,,S,SSE,19,20,19.5,78,72,75,1015.1,1013.6,1014.4,8,8,8,23.4,25,No
210,Sydney,22.2,26.6,24.4,0,4.8,1.8,NA,,NA,ENE,0,17,8.5,80,81,80.5,1012.1,1009.5,1010.8,8,8,8,23.7,24.6,No
211,Sydney,21.4,27.3,24.4,23.4,6.4,7.3,NA,,E,E,26,26,26,90,66,78,1014.9,1014.3,1014.6,7,4,5.5,22,27.2,Yes
212,Sydney,18.3,25.9,22.1,0,8,12,NA,,SE,SE,19,20,19.5,52,51,51.5,1022.4,1023.4,1022.9,5,5,5,23.7,24.9,No
213,Sydney,20.7,29.8,25.3,0,9.6,11.6,NA,,W,E,4,15,9.5,75,59,67,1018,1014.8,1016.4,1,1,1,23.5,28.6,No
214,Sydney,23.2,35.4,29.3,0,9.4,11.9,NA,,W,E,7,20,13.5,61,46,53.5,1015.4,1011.7,1013.6,0,3,1.5,26.7,32.5,No
215,Sydney,20.5,25.1,22.8,0,5.2,1,NA,,NE,ENE,20,15,17.5,72,83,77.5,1011.5,1009.6,1010.6,7,8,7.5,23.9,23.5,No
216,Sydney,19.2,20.8,20.0,0.2,8,0.3,NA,,S,SSE,20,24,22,85,67,76,1020.8,1022.5,1021.7,8,8,8,19.3,20.4,No
217,Sydney,18.7,24.5,21.6,0.2,9,7.9,NA,,SE,SE,19,28,23.5,55,54,54.5,1035,1034.8,1034.9,2,4,3,23.3,22.5,No
218,Sydney,17,26.5,21.75,0,6.6,10.2,NA,,W,ENE,9,17,13,77,51,64,1026.5,1023.7,1025.1,6,4,5,19.8,25.3,No
219,Sydney,18.7,27,22.85,0,4.4,10.9,NA,,WNW,ENE,13,22,17.5,74,60,67,1020.1,1017.4,1018.8,0,5,2.5,21.6,26.1,No
220,Sydney,20.8,26.4,23.6,0,5.4,8.2,NA,,W,NE,6,19,12.5,82,66,74,1019.2,1014.9,1017.1,2,7,4.5,23.1,26.2,No
221,Sydney,15.4,22.4,18.9,6.8,3.2,6.6,NA,,W,SSE,13,19,16,84,59,71.5,1022.9,1020.5,1021.7,6,6,6,17.7,20.7,Yes
222,Sydney,14.9,24.5,19.7,0,8.6,10.6,NA,,W,WSW,30,20,25,33,22,27.5,1014.3,1011.7,1013.0,1,2,1.5,16.8,24.2,No
223,Sydney,12.3,25,18.65,0,3.8,10.7,NA,,W,ENE,15,17,16,71,49,60,1022.8,1019.3,1021.1,0,2,1,15.9,23,No
224,Sydney,14.9,24.9,19.9,0,6,9.3,NA,,W,ESE,15,19,17,77,62,69.5,1021.9,1020.5,1021.2,6,3,4.5,17.5,23.3,No
225,Sydney,16.9,22.3,19.6,0,3.6,1.5,NA,,WNW,SSE,9,15,12,77,64,70.5,1027,1025.1,1026.05,7,6,6.5,18.1,21.8,No
226,Sydney,17.3,24.8,21.1,0,4.4,9.3,NA,,W,E,13,15,14,87,57,72,1025.2,1021.7,1023.5,1,5,3,20,24.4,No
227,Sydney,16.7,25.7,21.2,0,5.4,10.6,NA,,WNW,E,11,19,15,81,63,72,1022.9,1019.4,1021.2,1,1,1,19.3,23.9,No
228,Sydney,20.2,28.6,24.4,0,7.2,3.4,NA,,NW,NNW,11,20,15.5,57,49,53,1014.3,1009.9,1012.1,7,7,7,22.8,26.4,No
229,Sydney,12.5,21.8,17.2,0.4,3,10.5,NA,,W,SE,24,15,19.5,56,46,51,1024.3,1022.3,1023.3,1,1,1,15.1,21.5,No
230,Sydney,13.4,24.6,19.0,0,5,10.7,NA,,W,WNW,24,17,20.5,44,35,39.5,1019.9,1017,1018.45,1,1,1,18.2,24.5,No
231,Sydney,14.8,23.1,19.0,0.2,4,6.5,NA,,W,ESE,15,6,10.5,75,60,67.5,1027.6,1024.3,1026.0,4,6,5,18,22.7,No
232,Sydney,16.2,24.8,20.5,0,2.8,4.2,NA,,WNW,NE,2,17,9.5,80,54,67,1021.3,1015.8,1018.6,7,5,6,19.2,24.2,No
233,Sydney,11.1,24.4,17.8,0,4,10.1,NA,,W,E,20,11,15.5,65,46,55.5,1021.9,1019.3,1020.6,1,1,1,14.1,22.6,No
234,Sydney,12.3,24.6,18.5,0,2,10.2,NA,,NA,E,,17,8.5,68,50,59,1022,1018.3,1020.15,1,1,1,15.3,22.4,No
235,Sydney,12.7,22.6,17.7,0,4.4,10.2,NA,,W,NE,13,19,16,78,61,69.5,1020.3,1015.8,1018.1,1,1,1,15.7,22,No
236,Sydney,12.7,17.9,15.3,1,2.4,0.2,NA,,W,WNW,19,4,11.5,85,68,76.5,1019.7,1016.7,1018.2,8,8,8,13.1,16.5,No
237,Sydney,11.7,20,15.85,47.8,,6.1,NA,,W,SSE,20,9,14.5,91,62,76.5,1022.1,1020.3,1021.2,7,3,5,13,20,Yes
238,Sydney,9.5,14.7,12.1,14.2,5,0.4,NA,,W,W,19,11,15,91,93,92,1023.6,1020.8,1022.2,7,6,6.5,10.4,14.3,Yes
239,Sydney,12.9,17.1,15.0,3,2.8,0,NA,,N,NE,11,4,7.5,88,87,87.5,1009.5,1004.7,1007.1,7,8,7.5,15.8,16.2,Yes
240,Sydney,12.6,20,16.3,12.8,1.6,3.9,NA,,SSW,S,22,28,25,87,68,77.5,1008.3,1010.2,1009.3,7,7,7,16.5,19.1,Yes
241,Sydney,11.7,19.7,15.7,12.4,2.6,3.6,NA,,W,S,15,19,17,80,60,70,1019.2,1017.7,1018.5,7,7,7,14.5,18.5,Yes
242,Sydney,9.5,18.5,14.0,0.4,2.2,6.5,NA,,W,SW,28,22,25,64,70,67,1014.7,1015.8,1015.3,1,7,4,11.3,15.2,No
243,Sydney,9,16.7,12.85,0,3,9.6,NA,,W,S,20,22,21,63,42,52.5,1022,1021.7,1021.85,1,2,1.5,11.5,15.8,No
244,Sydney,6.6,17.9,12.3,0,3.8,9.5,NA,,W,S,22,13,17.5,66,50,58,1029.8,1028.9,1029.4,1,1,1,8.4,17.1,No
245,Sydney,6.9,18.3,12.6,0,1.8,9.5,NA,,W,ENE,22,2,12,75,50,62.5,1034.7,1032,1033.35,,,0,8.9,17.8,No
246,Sydney,8.5,19.5,14.0,,2.8,9.7,NA,,W,W,19,30,24.5,59,41,50,1018.6,1017.6,1018.1,,,0,11.8,18.8,NA
247,Sydney,12.2,18.4,15.3,0,3.2,2.8,NA,,W,N,13,17,15,83,65,74,1025.1,1020.7,1022.9,6,6,6,13.7,18.4,No
248,Sydney,13.5,20,16.75,1,1.4,4,NA,,WNW,WSW,20,17,18.5,78,50,64,1017.3,1016.3,1016.8,7,2,4.5,15.2,19.7,No
249,Sydney,5.5,15.8,10.7,0,2,9.7,NA,,W,W,22,9,15.5,68,36,52,1021,1017.7,1019.35,1,1,1,7,15.3,No
250,Sydney,4.3,16.1,10.2,0,3,9.3,NA,,W,WNW,11,4,7.5,70,41,55.5,1020.8,1018.5,1019.7,0,1,0.5,6.4,15.7,No
251,Sydney,6.4,17.1,11.8,0,2,8.6,NA,,W,W,20,7,13.5,70,40,55,1024.9,1022.8,1023.9,4,4,4,8.5,16.9,No
252,Sydney,7.6,12.1,9.9,0,2,0,NA,,W,W,15,11,13,74,65,69.5,1026.8,1023.5,1025.2,7,8,7.5,9.2,11.9,No
253,Sydney,9.7,15.6,12.7,32,0,3.8,NA,,WNW,S,19,9,14,96,83,89.5,1029.6,1027.9,1028.8,6,7,6.5,10.7,13.9,Yes
254,Sydney,8.6,17.6,13.1,4.6,2,4.8,NA,,W,ENE,17,11,14,95,65,80,1028.9,1025,1026.95,6,7,6.5,9.9,16.6,Yes
255,Sydney,8,16.5,12.25,0,1,8.5,NA,,W,SSW,19,19,19,71,53,62,1022.4,1021.4,1021.9,1,3,2,10.2,14.9,No
256,Sydney,8,15.7,11.85,6.6,3.2,4.1,NA,,W,SSW,19,13,16,73,54,63.5,1026.7,1024.6,1025.7,7,4,5.5,9.2,15.5,Yes
257,Sydney,12,21.1,16.55,3.4,3.8,5.8,NA,,W,NNE,22,9,15.5,97,62,79.5,1016.9,1013.6,1015.3,4,7,5.5,12.8,21,Yes
258,Sydney,8.3,18.9,13.6,0,4,10.2,NA,,NA,W,,9,4.5,75,44,59.5,1019,1014.9,1016.95,1,1,1,11.2,18.7,No
259,Sydney,7.6,17,12.3,0,2.4,10.3,NA,,W,S,19,19,19,56,40,48,1020.5,1019.2,1019.9,1,2,1.5,10.5,15.7,No
260,Sydney,7.6,17.6,12.6,0,4.4,10.4,NA,,W,E,26,15,20.5,44,26,35,1022,1019.9,1020.95,1,3,2,10.8,15.9,No
261,Sydney,6.5,19.9,13.2,0,4.2,6.6,NA,,W,NE,13,19,16,69,53,61,1020.5,1012,1016.25,3,5,4,9.3,17.7,No
262,Sydney,11.3,19.3,15.3,0,6.2,10.8,NA,,WNW,WNW,11,19,15,45,26,35.5,1012.4,1010.9,1011.7,1,1,1,14.3,19.2,No
263,Sydney,11.2,15,13.1,0,3.6,1,NA,,NW,NE,6,7,6.5,77,65,71,1017.1,1010.8,1014.0,7,7,7,12.4,13.9,No
264,Sydney,16.6,18.1,17.4,0.8,3.8,0,NA,,NA,NA,,,0,77,74,75.5,1016.3,1014.4,1015.4,8,7,7.5,17.8,17.8,No
265,Sydney,15.2,20.3,17.8,7.4,2.8,0,NA,,NA,NA,,,0,90,84,87,1014.2,1006.7,1010.5,8,8,8,17.6,19,Yes
266,Sydney,16.4,21.3,18.9,0.6,5.6,11.3,NA,,NA,NA,,,0,44,35,39.5,1007.9,1009.7,1008.8,1,2,1.5,18.6,20.4,No
267,Sydney,11,24.5,17.75,2.4,2,5.4,NA,,W,W,9,39,24,82,34,58,1004.1,1001.3,1002.7,6,7,6.5,16.2,21.2,Yes
268,Sydney,13.9,18.1,16.0,0,5.4,1.7,NA,,ESE,ESE,28,28,28,70,87,78.5,1016.4,1011.4,1013.9,6,8,7,17.6,15.7,No
269,Sydney,9.5,19.3,14.4,0,6.4,11.2,NA,,W,ENE,20,19,19.5,41,33,37,1021.1,1017.8,1019.5,2,5,3.5,13.5,17.2,No
270,Sydney,14.2,27,20.6,0,7.6,9.8,NA,,WNW,WNW,11,17,14,36,18,27,1013.2,,506.6,1,4,2.5,21.7,26.2,No
271,Sydney,15.3,20.6,18.0,12,4,2.3,NA,,E,E,7,24,15.5,83,72,77.5,1026.2,1022.8,1024.5,,,0,17.9,19.9,Yes
272,Sydney,16.6,22.4,19.5,2.6,2.2,7.2,NA,,E,NA,2,,1,81,71,76,,,0,6,2,4,19.4,21.1,Yes
273,Sydney,17.2,22.4,19.8,0,3.4,4.9,NA,,NA,NA,,,0,83,72,77.5,,,0,7,7,7,19.7,21.8,No
274,Sydney,13.8,19.5,16.7,0,4.6,9.5,ESE,35,NNE,ESE,4,19,11.5,73,56,64.5,,,0,6,1,3.5,16.5,19.1,No
275,Sydney,19.5,24.7,22.1,0,7.8,0.2,NNW,76,NE,NE,13,31,22,66,73,69.5,999.6,989.8,994.7,,,0,21.5,21.8,No
276,Sydney,9.9,24,16.95,0,6.6,12.1,W,41,W,SSE,24,4,14,44,30,37,1012.9,1011.3,1012.1,,,0,14.7,23.3,No
277,Sydney,14,19,16.5,3.8,6.4,0.8,SSE,37,SSE,SSE,17,19,18,82,53,67.5,,1026.2,513.1,8,7,7.5,14.7,17.1,Yes
278,Sydney,15.8,27.2,21.5,0,8,6.9,NW,52,W,WSW,7,4,5.5,59,82,70.5,1016.6,1015.1,1015.9,,,0,21.4,19.3,No
279,Sydney,14.1,15.7,14.9,30.6,7.4,0,SSE,48,SSE,S,22,20,21,92,75,83.5,1021.1,1020.6,1020.9,,,0,14.1,15.7,Yes
280,Sydney,13.9,19.6,16.8,14,1.2,5.4,SSW,50,SW,S,17,22,19.5,90,64,77,,1018.4,509.2,7,6,6.5,15.5,19.1,Yes
281,Sydney,14.8,23.8,19.3,0,6.8,9.6,SSE,54,SSE,SE,13,26,19.5,76,69,72.5,1016,1014.7,1015.35,2,7,4.5,20.2,20.6,No
282,Sydney,19.3,24.7,22.0,0,7.2,5.5,NE,50,NE,NE,19,28,23.5,81,64,72.5,1012,1010.6,1011.3,,,0,20.7,24.2,No
283,Sydney,13.4,23.3,18.4,8.8,3.6,10.9,NE,37,WNW,E,13,26,19.5,77,59,68,1021.3,1018.1,1019.7,,,0,16.6,20.7,Yes
284,Sydney,17.2,23.6,20.4,5.6,11.2,7,SSE,37,SSE,E,22,11,16.5,80,54,67,1025,1024.2,1024.6,7,8,7.5,19.7,23.2,Yes
285,Sydney,19.7,27.2,23.5,8.6,7.2,9.3,E,30,ESE,E,7,24,15.5,77,43,60,1014.9,1012,1013.45,5,3,4,20.1,25,Yes
286,Sydney,19.6,30.3,25.0,,8.6,10.3,NNE,43,E,NE,11,28,19.5,64,56,60,1014.9,1013.5,1014.2,,,0,25.8,27.6,NA
287,Sydney,22.3,23.9,23.1,0,10.4,0,SSE,30,SW,SE,9,7,8,70,95,82.5,1012.8,1012.6,1012.7,,,0,23.9,19.4,No
288,Sydney,17.1,22.3,19.7,0.4,6.6,4.2,SSE,28,S,E,17,15,16,80,61,70.5,1017.1,1015.7,1016.4,7,6,6.5,17.5,21,No
289,Sydney,16.5,24,20.25,0,9,11.4,NE,44,WNW,E,4,26,15,82,54,68,1026,1024.3,1025.15,6,2,4,19.3,23.2,No
290,Sydney,18.6,25.2,21.9,0,8,11.1,ENE,46,NNE,NE,22,24,23,63,,31.5,1027.2,,513.6,,,0,22.5,,No
291,Sydney,18.5,26,22.25,0,8.8,12.1,NE,44,E,NE,17,20,18.5,67,53,60,1020.5,1017.7,1019.1,1,1,1,22.5,25.2,No
292,Sydney,18.9,24.1,21.5,0,11.6,9,NE,37,E,E,13,19,16,62,72,67,1017.3,1015.3,1016.3,5,7,6,23.9,22.4,No
293,Sydney,18.2,25.8,22.0,0,6,10.8,NNE,63,E,NE,6,28,17,77,56,66.5,1015.6,1012,1013.8,,,0,22.3,25.5,No
294,Sydney,18.5,24.3,21.4,21,1.8,5.4,ENE,44,ENE,ENE,17,22,19.5,91,78,84.5,1018,1015.9,1016.95,8,7,7.5,20.1,22.7,Yes
295,Sydney,19.8,24.4,22.1,0.2,5.2,8.7,ENE,43,NNE,E,17,24,20.5,70,74,72,1017.3,1014.7,1016.0,2,6,4,23.7,23.2,No
296,Sydney,19.6,22.7,21.2,0,7.4,1.6,NE,31,NNW,E,6,19,12.5,84,80,82,1013,1010.2,1011.6,,,0,20.9,22,No
297,Sydney,20.4,25.7,23.1,1,5.8,11.4,ESE,28,ESE,ESE,7,19,13,74,67,70.5,1014.2,1013.3,1013.8,5,5,5,23.6,25.5,No
298,Sydney,21,26,23.5,0,8,13.2,ENE,43,E,ENE,19,24,21.5,73,63,68,1016.5,1015.4,1016.0,6,3,4.5,23.5,25.4,No
299,Sydney,20,26,23,0,8.2,11.6,SSE,35,SE,ESE,17,19,18,69,,34.5,1016.1,,508.1,6,,3,23.4,,No
300,Sydney,20,25.6,22.8,0,6,10.7,NNE,43,E,E,11,24,17.5,71,69,70,1010.8,1006.7,1008.8,4,4,4,24,24.7,No
301,Sydney,13.3,21.7,17.5,4.8,9.2,11.6,W,72,W,W,41,41,41,42,32,37,997.6,1000.7,999.2,1,2,1.5,16.7,21.3,Yes
302,Sydney,15.4,27.8,21.6,0,8.4,13.5,W,52,WNW,WNW,26,20,23,36,26,31,1008.7,1007.9,1008.3,1,1,1,21.3,27.1,No
303,Sydney,16,26.3,21.15,0,7,12.5,ENE,43,NA,NE,0,19,9.5,69,61,65,1017.2,1011.4,1014.3,,,0,21.5,25.5,No
304,Sydney,18.4,19.9,19.2,17,11.8,0.3,SSE,57,SSW,SSE,15,28,21.5,88,78,83,1005.5,1005.8,1005.7,,,0,18.5,18.9,Yes
305,Sydney,20,26.5,23.25,0,8.6,13.1,E,30,E,E,7,20,13.5,64,63,63.5,1016.6,1015.3,1016.0,,,0,24.7,24.8,No
306,Sydney,20.7,28,24.35,0,10.6,8.6,S,52,SE,SSE,9,26,17.5,72,62,67,1011.9,1010.8,1011.4,,,0,24.7,26.6,No
307,Sydney,17.3,22.6,20.0,3,5,1.9,SSE,35,SSW,SE,20,19,19.5,74,60,67,1014.1,1011.6,1012.9,,,0,20.1,21.8,Yes
308,Sydney,17.2,23.4,20.3,0,5.4,7.2,S,26,WNW,E,6,20,13,64,57,60.5,1008,1005.8,1006.9,,,0,21.1,23,No
309,Sydney,21.3,26.7,24.0,6.6,5.2,10.3,ENE,31,ENE,E,11,20,15.5,68,62,65,1013.8,1012.1,1013.0,,,0,24.3,26.4,Yes
310,Sydney,21.8,25.2,23.5,0.4,6.6,0.8,ENE,44,E,NE,20,20,20,71,79,75,1014.5,1012.1,1013.3,,,0,24.3,24.3,No
311,Sydney,22.1,28.1,25.1,0.2,4.2,7.9,SSW,30,S,ESE,11,15,13,86,65,75.5,1010.2,1007.4,1008.8,,,0,23.1,28,No
312,Sydney,21.4,28.3,24.9,0,11,10.2,NNE,50,NNE,NE,20,28,24,57,57,57,1012.2,1009.1,1010.7,,,0,25.2,26.1,No
313,Sydney,22.2,31.6,26.9,0,9.2,12.8,ENE,33,ENE,ENE,2,17,9.5,72,49,60.5,1015,1011.8,1013.4,,,0,26.1,30,No
314,Sydney,21,29.2,25.1,0.2,5,8,SSW,39,NNE,ENE,7,13,10,63,60,61.5,1016,1011.4,1013.7,,,0,25.3,28.3,No
315,Sydney,19.5,22.8,21.2,9.6,2.4,0,SSE,54,SSW,S,11,26,18.5,83,88,85.5,1017.5,1018.4,1018.0,,,0,21.5,21.3,Yes
316,Sydney,18.3,25,21.65,0,6.6,3,ESE,31,WNW,ESE,9,20,14.5,84,54,69,1023.7,1022,1022.85,,,0,20.7,24,No
317,Sydney,19.1,21.7,20.4,0.4,9,3.2,SSE,50,SSE,SSE,22,26,24,57,78,67.5,1021.6,1022.6,1022.1,,,0,20.4,19.2,No
318,Sydney,17.3,26.6,22.0,1.8,4.2,7.3,SSE,33,W,SSE,13,20,16.5,77,45,61,1023.1,1021.3,1022.2,,,0,19,26.1,Yes
319,Sydney,20.3,30.3,25.3,0,8,1.4,SSW,37,W,WNW,17,6,11.5,74,63,68.5,1008.3,1007.5,1007.9,,,0,22.3,26.9,No
320,Sydney,18,23.6,20.8,0.2,8.2,2.9,ESE,35,SSE,E,17,19,18,48,44,46,1026.9,1026.3,1026.6,,,0,21,22.2,No
321,Sydney,20.7,30.8,25.8,0,8,2.3,NW,24,W,NW,6,17,11.5,77,38,57.5,1015.2,1013.1,1014.2,,,0,21.8,30.6,No
322,Sydney,22,26.7,24.35,0,3.6,1.8,ESE,22,S,ESE,7,19,13,86,76,81,1016,1015.3,1015.65,,,0,23.2,25.3,No
323,Sydney,20.6,28.1,24.4,1,3.2,9.8,NA,,N,E,4,20,12,82,69,75.5,1020.8,1019.2,1020.0,,,0,23.3,26.1,No
324,Sydney,19.4,24.8,22.1,20.8,5.2,2.6,ENE,57,E,E,26,19,22.5,95,82,88.5,1006.6,1003.3,1005.0,,,0,21.4,24,Yes
325,Sydney,21.1,27.4,24.3,27.8,1.6,10.2,ENE,24,WNW,ENE,9,20,14.5,95,73,84,1001.3,999.4,1000.4,,,0,21.6,26.2,Yes
326,Sydney,16.1,20.5,18.3,5,5.4,2.5,SSE,41,WNW,SSW,17,19,18,89,87,88,1024.6,1024.5,1024.6,,,0,16.6,18.4,Yes
327,Sydney,20.1,21.3,20.7,1.8,5.2,0.5,SSE,43,SSE,SE,22,20,21,78,68,73,1022.7,1022.9,1022.8,,,0,20.3,20.9,Yes
328,Sydney,10.1,19.6,14.9,0,4.4,8.7,SSE,33,W,S,19,17,18,69,48,58.5,1023.9,1020.4,1022.2,,,0,13.1,18.4,No
329,Sydney,10.1,18,14.05,4.4,3.4,9.1,SSW,44,W,S,26,22,24,62,45,53.5,1015.6,1013.1,1014.4,,,0,11.8,17.6,Yes
